,id,budget,budget_norm,budget_log,genres,popularity,popularity_norm,release_date,revenue,revenue_norm,revenue_log,runtime,runtime_norm,title,vote_average,vote_average_norm,vote_count,vote_count_norm,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6,director
9758,29993,3000000,0.007894737,6.477121255," Drama, Romance",2.528638,0.004618614,12/21/1949,11500000,0.004124872,7.06069784,128,0.378640777,Samson and Delilah,6.1,0.61,32,0.002273535,Hedy Lamarr, Victor Mature, Angela Lansbury, George Sanders, Henry Wilcoxon, Olive Deering,"Cecil B. DeMille, treatment, Harold Lamb"
9759,9470,20000000,0.052631579,7.301029996," Action, Comedy, Crime, Fantasy",8.636632,0.015775006,2/10/2004,100914445,0.036196452,8.003953336,99,0.284789644,Kung Fu Hustle,7.2,0.72,841,0.059751332,Stephen Chow, Yuen Wah, Yuen Qiu, Lam Tze-Chung, Huang Sheng-Yi, Dung Chi-Wa,Stephen Chow
9762,12721,0.0001,0,0,Action,8.900994,0.016257869,5/2/1986,4662137,0.001672236,6.668585031,85,0.239482201,"No Retreat, No Surrender",5.6,0.56,93,0.00660746,Kurt McKinney, Jean-Claude Van Damme, J.W. Fails, Kathie Sileno, Tai Chung Kim, Kent Lipham,Corey Yuen Kwai
9767,37527,0.0001,0,0," Comedy, Horror, Mystery, Thriller",1.252367,0.002287475,10/23/1992,8403433,0.003014181,6.924456742,95,0.27184466,Dr. Giggles,5.1,0.51,34,0.002415631,Larry Drake, Holly Marie Combs, Cliff DeYoung, Glenn Quinn, Keith Diamond, Richard Bradford,Manny Coto
9792,10022,56000000,0.147368421,7.748188027," Action, Comedy, Drama, Family, Thriller",7.81645,0.014276924,3/4/2005,113006880,0.040533821,8.053104885,95,0.27184466,The Pacifier,5.8,0.58,865,0.061456483,Vin Diesel, Lauren Graham, Faith Ford, Chris Potter, Brittany Snow, Morgan York,Adam Shankman
9793,4551,53000000,0.139473684,7.72427587," Comedy, Crime",13.314233,0.024318752,3/4/2005,95226116,0.034156136,7.978756071,118,0.346278317,Be Cool,5.4,0.54,296,0.021030195,John Travolta, Uma Thurman, Vince Vaughn, Cedric the Entertainer, André Benjamin, Steven Tyler,
9796,2026,52000000,0.136842105,7.716003344," Mystery, Drama, Thriller, Crime",9.686638,0.017692866,3/10/2005,77944725,0.027957568,7.891786729,113,0.330097087,Hostage,6.2,0.62,519,0.03687389,Bruce Willis, Kevin Pollak, Jimmy Bennett, Michelle Horn, Ben Foster, Jonathan Tucker,
9797,9928,75000000,0.197368421,7.875061263," Animation, Comedy, Family, Science Fiction",12.949715,0.023652951,3/10/2005,260696994,0.093507983,8.416136024,91,0.258899676,Robots,6,0.6,1383,0.098259325,Robin Williams, Ewan McGregor, Halle Berry, Mel Brooks, Paula Abdul, Amanda Bynes,"Chris Wedge, Telecine Colorist, Eric Putz, Master Lighting Systems Administrators & Support, Alex John Cuthbert"
9816,15443,0.0001,0,0," Comedy, Foreign",1.433756,0.002618787,5/18/2003,48000,1.72165E-05,4.681241237,96,0.275080906,Blackball,5.6,0.56,14,0.000994671,Paul Kaye, Johnny Vegas, James Cromwell, Bernard Cribbins, Alice Evans, Terry Alderton,Mel Smith
9828,20511,0.0001,0,0," Crime, Drama, Thriller",7.490741,0.013682009,5/16/2004,299261,0.00010734,5.476050123,108,0.313915858,Chronicles,7,0.7,12,0.000852575,John Leguizamo, Damián Alcázar, Leonor Watling, Alfred Molina, José María Yazpik, Camilo Luzuriaga,
9830,22377,7000000,0.018421053,6.84509804," War, Drama",9.391981,0.017154668,7/4/1968,11000000,0.00394553,7.041392685,142,0.42394822,The Green Berets,5.8,0.58,34,0.002415631,John Wayne, David Janssen, George Takei, Jack Soo, Jim Hutton, Bruce Cabot,John Wayne
9831,1093,0.0001,0,0," Drama, Thriller, Crime",5.184701,0.009469974,1/29/1958,263404,9.44786E-05,5.420622366,88,0.249190939,Elevator to the Gallows,7.6,0.76,85,0.006039076,Jeanne Moreau, Maurice Ronet, Georges Poujouly, Yori Bertin, Lino Ventura, Iván Petrovich,
9833,12622,0.0001,0,0," Action, Crime, Drama",3.469468,0.006337061,8/12/1989,1960,7.02663E-07,3.292256071,103,0.297734628,Violent Cop,7.1,0.71,50,0.003552398,Takeshi Kitano, Maiko Kawakami, Makoto Ashikawa, Shirô Sano, Sei Hiraizumi, Mikiko Otonashi,Takeshi Kitano
9850,13374,25000000,0.065789474,7.397940009," Drama, Comedy, Family",9.313354,0.017011054,3/17/2005,27645491,0.00991601,7.441624308,98,0.281553398,Ice Princess,5.9,0.59,189,0.013428064,Michelle Trachtenberg, Joan Cusack, Amy Stewart, Hayden Panettiere, Kim Cattrall, Steve Ross,Tim Fywell
9851,9688,0.0001,0,0," Comedy, Drama, Romance",6.117784,0.011174272,10/29/2004,20085825,0.007204475,7.302889675,100,0.28802589,Melinda and Melinda,6.3,0.63,128,0.009094139,Chiwetel Ejiofor, Will Ferrell, Jonny Lee Miller, Radha Mitchell, Amanda Peet, Chloë Sevigny,Woody Allen
9854,11638,35000000,0.092105263,7.544068044," Comedy, Romance",6.71898,0.01227237,3/25/2005,68915888,0.024719064,7.838319357,105,0.30420712,Guess Who,5.5,0.55,230,0.01634103,Bernie Mac, Ashton Kutcher, Zoe Saldana, Judith Scott, Hal Williams, Kellee Stewart,
9861,23916,0.0001,0,0," Action, Adventure, Drama",5.634675,0.010291862,9/22/1978,7185518,0.002577334,6.856458082,107,0.310679612,Paradise Alley,5.5,0.55,28,0.001989343,Sylvester Stallone, Lee Canalito, Armand Assante, Frank McRae, Anne Archer, Terry Funk,Sylvester Stallone
9864,44634,3000000,0.007894737,6.477121255,Drama,0.129004,0.000235627,9/30/2004,6804016,0.002440495,6.832765326,94,0.268608414,Woman Thou Art Loosed,5,0.5,3,0.000213144,Kimberly Elise, Loretta Devine, Debbi Morgan, Michael Boatman, Louisa Abernathy,,Michael Schultz
9885,22434,0.0001,0,0," Adventure, Action, Comedy",3.894815,0.007113968,3/15/1991,7788597,0.002793649,6.891459233,88,0.249190939,If Looks Could Kill,5.6,0.56,36,0.002557726,Richard Grieco, Gabrielle Anwar, Roger Rees, Linda Hunt, Robin Bartlett, Carole Davis,William Dear
9886,12778,0.0001,0,0,Comedy,9.426784,0.017218237,3/4/1994,13145977,0.004715258,7.118792868,113,0.330097087,Greedy,5.9,0.59,58,0.004120782,Michael J. Fox, Kirk Douglas, Nancy Travis, Phil Hartman, Ed Begley Jr., Colleen Camp,Jonathan Lynn
9914,187,40000000,0.105263158,7.602059991," Action, Thriller, Crime",15.010525,0.027417068,4/1/2005,158733820,0.056935368,8.200669468,124,0.365695793,Sin City,7.2,0.72,2755,0.195737123,Jessica Alba, Devon Aoki, Clive Owen, Rosario Dawson, Mickey Rourke, Bruce Willis,Robert Rodriguez
9915,14177,25000000,0.065789474,7.397940009," Comedy, Romance",6.795949,0.012412956,6/2/2005,36351350,0.013038667,7.560520544,105,0.30420712,Beauty Shop,5.4,0.54,118,0.008383659,Queen Latifah, Alicia Silverstone, Andie MacDowell, Alfre Woodard, Mena Suvari, Golden Brooks,Bille Woodruff
9919,11431,30000000,0.078947368,7.477121255," Comedy, Drama, Romance",6.734065,0.012299923,4/6/2005,50451307,0.018096104,7.702872422,103,0.297734628,Fever Pitch,5.9,0.59,186,0.01321492,Drew Barrymore, Jimmy Fallon, Jason Spevack, Jack Kehler, Maureen Keiller, Daniel Greene,"Bobby Farrelly, Peter Farrelly"
9928,42229,0.0001,0,0," Drama, War, Romance",3.810981,0.006960843,8/11/1977,110,3.90966E-08,2.041392685,110,0.32038835,A Special Day,7.7,0.77,79,0.005612789,Sophia Loren, Marcello Mastroianni, John Vernon, Françoise Berd, Patrizia Basso, Tiziano De Persio,Ettore Scola
9933,44181,0.0001,0,0,Comedy,0.625659,0.001142779,6/15/2003,527000,0.000189026,5.721810615,90,0.25566343,National Lampoon's Gold Diggers,3.1,0.31,7,0.000497336,Will Friedle, Chris Owen, Louise Lasser, Renée Taylor,,,Gary Preisler
9941,94794,0.0001,0,0,Drama,1.437622,0.002625848,8/19/1993,1718328,0.000616337,6.235106067,79,0.220064725,Blue,7.5,0.75,17,0.001207815,Nigel Terry, Derek Jarman, Tilda Swinton, John Quentin,,,Derek Jarman
9955,14689,15000000,0.039473684,7.176091259," Drama, Adventure, Romance",3.210693,0.005864403,10/10/1966,34562222,0.012396935,7.538601655,189,0.57605178,Hawaii,5.8,0.58,13,0.000923623,Julie Andrews, Max von Sydow, Richard Harris, Gene Hackman, Jocelyne LaGarde, Manu Tupou,George Roy Hill
10003,7453,50000000,0.131578947,7.698970004," Adventure, Comedy, Family, Science Fiction",13.257255,0.02421468,1/15/2005,104478416,0.037474793,8.01902658,109,0.317152104,The Hitchhiker's Guide to the Galaxy,6.6,0.66,1340,0.095204263,Martin Freeman, Zooey Deschanel, Sam Rockwell, Yasiin Bey, John Malkovich, Helen Mirren,Garth Jennings
10008,20187,0.0001,0,0," Action, Adventure, Crime, Drama, Mystery, Thriller",5.47591,0.010001874,5/21/1975,14200000,0.00509332,7.152288344,123,0.362459547,The Eiger Sanction,6.2,0.62,91,0.006465364,Clint Eastwood, George Kennedy, Vonetta McGee, Jack Cassidy, Heidi Brühl, Thayer David,Clint Eastwood
10013,10065,19000000,0.05,7.278753601," Horror, Thriller, Drama",13.088552,0.02390654,4/15/2005,108047131,0.038754836,8.033613239,90,0.25566343,The Amityville Horror,6,0.6,606,0.043055062,Ryan Reynolds, Melissa George, Jesse James, Chloë Grace Moretz, Jimmy Bennett, Rachel Nichols,Andrew Douglas
10023,16972,9200000,0.024210526,6.963787827," Western, Comedy",7.085212,0.012941301,7/6/1979,9346177,0.003352329,6.970634002,114,0.333333333,The Frisco Kid,6,0.6,38,0.002699822,Gene Wilder, Harrison Ford, Ramon Bieri, Val Bisoglio, George DiCenzo, Leo Fuchs,Robert Aldrich
10025,13409,0.0001,0,0," Action, Adventure, Crime, Drama",0.318108,0.00058103,4/13/2005,1691706,0.000606788,6.22832489,94,0.268608414,State Property 2,5.5,0.55,3,0.000213144,Beanie Sigel, Noreaga, Damon Dash, Michael Bentt, Omillio Sparks, Sundy Carter,Damon Dash
10026,14287,0.0001,0,0,Documentary,0.562054,0.001026603,9/16/2004,38585,1.38395E-05,4.586418505,88,0.249190939,The Year of the Yao,5.5,0.55,2,0.000142096,,,,,,,"James D. Stern, Adam Del Deo"
10030,113178,0.0001,0,0," Comedy, Romance",0.002817,5.14349E-06,1/1/1999,402805,0.00014448,5.605094853,94,0.268608414,A Wake in Providence,0,0,0,0,Vincent Pagano, Victoria Rowell, Mike Pagano, Adrienne Barbeau, Lisa Raggio, Billy Van Zandt,Rosario Roveto Jr.
10031,8976,30000000,0.078947368,7.477121255,Comedy,10.596719,0.01935515,4/22/2005,42886719,0.015382803,7.632322822,107,0.310679612,A Lot Like Love,6.5,0.65,329,0.023374778,Ashton Kutcher, Amanda Peet, Aimee Garcia, Taryn Manning, Ali Larter, Kathryn Hahn,
10036,11679,60000000,0.157894737,7.77815125," Action, Adventure, Crime, Drama, Mystery, Thriller",19.144611,0.034968072,4/27/2005,71073932,0.025493121,7.851710342,101,0.291262136,xXx: State of the Union,4.7,0.47,565,0.040142096,Ice Cube, Samuel L. Jackson, Willem Dafoe, Scott Speedman, Peter Strauss, Xzibit," Mix Technician, Eddie Bydalek, Armorer, Vincent Joseph Flaherty"
10037,25007,0.0001,0,0,,0.902846,0.001649067,4/29/2005,42108,1.51031E-05,4.624364614,92,0.262135922,Death of a Dynasty,4,0.4,2,0.000142096,Ebon Moss-Bachrach, Capone Lee, Loon, Robert Stapleton, Rashida Jones, Damon Dash,Damon Dash
10038,1495,130000000,0.342105263,8.113943352," Drama, Action, Adventure, History, War",16.296471,0.029765878,5/3/2005,211643158,0.07591313,8.325604233,144,0.430420712,Kingdom of Heaven,6.6,0.66,1187,0.084333925,Orlando Bloom, Eva Green, Jeremy Irons, Marton Csokas, Brendan Gleeson, Liam Neeson,"Armorer, Brian Bero, Mix Technician, Esther Smith, Utility"
10039,10066,40000000,0.105263158,7.602059991,Horror,7.163099,0.013083564,4/30/2005,68766121,0.024665345,7.837374527,113,0.330097087,House of Wax,5.5,0.55,696,0.049449378,Elisha Cuthbert, Paris Hilton, Brian Van Holt, Jared Padalecki, Chad Michael Murray, Jon Abrahams,"Shading, John B. Anderson"
10040,1640,6500000,0.017105263,6.812913357,Drama,9.785147,0.017872795,1/13/2004,98410061,0.035298168,7.993039501,112,0.326860841,Crash,7.2,0.72,1172,0.083268206,Sandra Bullock, Don Cheadle, Matt Dillon, Michael Peña, Jennifer Esposito, Brendan Fraser,
10042,11171,0.0001,0,0,Drama,7.103951,0.012975528,5/20/2004,1524966,0.000546981,6.183260161,105,0.30420712,Mysterious Skin,7.4,0.74,266,0.018898757,Joseph Gordon-Levitt, Brady Corbet, Michelle Trachtenberg, David Lee Smith, Elisabeth Shue, Chase Ellison,Gregg Araki
10043,14750,0.0001,0,0," Comedy, Romance",7.356831,0.01343742,2/8/1985,8692426,0.003117839,6.939141002,93,0.265372168,Mischief,6.2,0.62,28,0.001989343,Doug McKeon, Catherine Mary Stewart, Kelly Preston, Chris Nash, D.W. Brown, Jami Gertz,Mel Damski
10050,43881,1300000,0.003421053,6.113943352," Music, Drama, Romance",0.770164,0.00140672,6/26/1936,5273000,0.001891343,6.722057771,115,0.336569579,San Francisco,7,0.7,13,0.000923623,Clark Gable, Jeanette MacDonald, Spencer Tracy, Jack Holt, Ted Healy, Nigel De Brulier,W.S. Van Dyke
10087,10027,45000000,0.118421053,7.653212514," Action, Crime",7.90583,0.014440179,2/2/2005,50871113,0.018246682,7.70647124,103,0.297734628,Unleashed,6.6,0.66,531,0.037726465,Jet Li, Morgan Freeman, Bob Hoskins, Vincent Regan, Dylan Brown, Tamer Hassan,Louis Leterrier
10095,1895,113000000,0.297368421,8.053078443," Science Fiction, Adventure, Action",13.165421,0.024046943,5/17/2005,850000000,0.304881866,8.929418926,140,0.417475728,Star Wars: Episode III - Revenge of the Sith,7.1,0.71,4200,0.298401421,Ewan McGregor, Natalie Portman, Hayden Christensen, Ian McDiarmid, Samuel L. Jackson, Christopher Lee,George Lucas
10096,9981,45000000,0.118421053,7.653212514," Romance, Comedy, Family",9.875573,0.01803796,5/13/2005,56070433,0.020111598,7.74873391,95,0.27184466,Kicking & Screaming,5.6,0.56,179,0.012717584,Will Ferrell, Robert Duvall, Kate Walsh, Musetta Vander, Josh Hutcherson, Steven Anthony Lawrence,Jesse Dylan
10097,4379,43000000,0.113157895,7.633468456," Romance, Comedy",6.328385,0.011558939,5/13/2005,154749918,0.055506404,8.189630428,101,0.291262136,Monster-in-Law,5.6,0.56,413,0.029342806,Jennifer Lopez, Jane Fonda, Michael Vartan, Wanda Sykes, Adam Scott, Monet Mazur,Robert Luketic
10109,27,1000000,0.002631579,6," Drama, Music, Romance",18.847707,0.03442577,7/16/2004,1574623,0.000564793,6.197176591,66,0.177993528,9 Songs,5.1,0.51,103,0.00731794,Margo Stilley, Courtney Taylor-Taylor, Alex Kapranos, Guy Garvey, Robert Levon Been, Peter Hayes,Michael Winterbottom
10115,953,75000000,0.197368421,7.875061263," Family, Animation",16.136217,0.029473171,5/25/2005,532680671,0.191064326,8.726466938,86,0.242718447,Madagascar,6.6,0.66,3322,0.236021314,Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Sacha Baron Cohen, Paco León,"Translator, José Antonio Macías,  Software Engineer, Stew"
10118,13064,2600000,0.006842105,6.414973348," Action, Adventure, Comedy",11.600224,0.021188075,9/17/1993,2850263,0.001022345,6.454884935,91,0.258899676,Airborne,6.1,0.61,20,0.001420959,Shane McDermott, Seth Green, Brittney Powell, Chris Conrad, Edie McClurg, Alanna Ubach,Rob Bowman
10122,9291,82000000,0.215789474,7.913813852," Comedy, Drama",7.349843,0.013424656,5/19/2005,190320568,0.068265047,8.279485725,113,0.330097087,The Longest Yard,6.2,0.62,804,0.057122558,Adam Sandler, Chris Rock, Burt Reynolds, Michael Irvin, Nelly, Bill Goldberg," Aerial Security, Steve Rod"
