id,budget,budget_norm,budget_log,genres,popularity,popularity_norm,release_date,revenue,revenue_norm,revenue_log,runtime,runtime_norm,title,vote_average,vote_average_norm,vote_count,vote_count_norm,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6,director,keywords,woman director,independent film,murder,based on novel,musical,sex,violence,nudity,biography,revenge,suspense,love,female nudity,sport,police,Martin Scorsese,Ang Lee,Steven Spielberg
28059,0.0001,0,0," Comedy, Drama",8.67935,0.015853031,2/7/1996,656747,0.000235565,5.817398098,121,0.355987055,SubUrbia,6.4,0.64,32,0.002273535,Jayce Bartok, Amie Carey, Nicky Katt, Ajay Naidu, Parker Posey, Giovanni Ribisi,Richard Linklater,[independent film],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,0.0001,0,0," Drama, Comedy, Romance",6.285574,0.011480744,2/14/1997,29481428,0.010574532,7.469548516,109,0.317152104,Fools Rush In,5.8,0.58,133,0.009449378,Matthew Perry, Salma Hayek, Jon Tenney, Siobhan Fallon, Angelina Torres, John Bennett Perry,Andy Tennant,"[waitress, culture clash, romantic comedy, pregnancy]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,50000000,0.131578947,7.698970004," Crime, Drama, Thriller",7.66124,0.01399343,2/14/1997,50068310,0.017958729,7.699562933,121,0.355987055,Absolute Power,6.4,0.64,226,0.016056838,Clint Eastwood, Gene Hackman, Ed Harris, Scott Glenn, Laura Linney, Judy Davis,Clint Eastwood,"[corruption, assassination, washington d.c., rape, white house, usa president, daughter, government, suspense, secret service, secret service agent]",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11419,25000000,0.065789474,7.397940009,Comedy,9.304901,0.016995614,2/13/1997,36400360,0.013056246,7.561105679,93,0.265372168,Vegas Vacation,6,0.6,175,0.012433393,Chevy Chase, Randy Quaid, Ethan Embry, Marisol Nichols, Miriam Flynn, Wayne Newton,Stephen Kessler,"[gambling, chaos, roulette, family holiday]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9366,35000000,0.092105263,7.544068044," Crime, Drama, Thriller",12.201954,0.022287149,2/27/1997,41954997,0.015048609,7.622783694,127,0.375404531,Donnie Brasco,7.4,0.74,1175,0.08348135,Johnny Depp, Al Pacino, Michael Madsen, Bruno Kirby, James Russo, Anne Heche,Mike Newell,"[undercover, colombia, mafia, mobster, dirty cop, informant, stealing money, marriage counselor, shaving cream, playing cards]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50091,0.0001,0,0," Drama, Romance",0.060645,0.000110768,3/7/1997,532654,0.000191054,5.726445193,74,0.203883495,Boys Life 2,5,0.5,1,7.10E-05,Michael Saucedo, Justin Urich, Milo Ventimiglia, Eileen Brennan, Mary Beth Hurt, Peter Maloney,"Mark Christopher, Peggy Rajski, Nickolas Perry, Tom DeCerchio","[gay, woman director]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28005,3000000,0.007894737,6.477121255," Drama, History, Romance",7.124652,0.013013339,9/11/1996,4109095,0.001473869,6.613746182,117,0.343042071,Kama Sutra - A Tale of Love,5.7,0.57,36,0.002557726,Indira Varma, Sarita Choudhury, Ramon Tikaram, Naveen Andrews,,,Mira Nair,"[poetry, eroticism, woman director]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10003,68000000,0.178947368,7.832508913," Thriller, Action, Romance, Science Fiction, Adventure",10.97633,0.020048518,4/3/1997,118063304,0.042347483,8.072114933,116,0.339805825,The Saint,5.9,0.59,310,0.022024867,Val Kilmer, Elisabeth Shue, Rade Serbedzija, Henry Goodman, Alun Armstrong, Michael Byrne,Phillip Noyce,"[berlin, russia, gas, master thief, the saint]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1624,45000000,0.118421053,7.653212514,Comedy,10.102471,0.018452394,3/21/1997,302710615,0.10857762,8.48102765,86,0.242718447,Liar Liar,6.4,0.64,1456,0.103445826,Jim Carrey, Maura Tierney, Cary Elwes, Jennifer Tilly, Swoosie Kurtz, Sara Paxton,,"[california, workaholic, birthday, lie, pregnancy and birth, wish, 1990s]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16052,20000000,0.052631579,7.301029996,Drama,7.390306,0.013498563,3/21/1997,60000000,0.021521073,7.77815125,127,0.375404531,Selena,7.1,0.71,115,0.008170515,Jennifer Lopez, Edward James Olmos, Constance Marie, Jon Seda, Lupe Ontiveros, Jackie Guerra,Gregory Nava,"[musical, tejano, elopement, bustier, fan club]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4477,90000000,0.236842105,7.954242509," Crime, Thriller, Drama",10.675073,0.019498265,3/12/1997,140807547,0.050505491,8.148625933,107,0.310679612,The Devil's Own,5.9,0.59,300,0.021314387,Harrison Ford, Brad Pitt, Margaret Colin, Rubén Blades, Treat Williams, George Hearn,Alan J. Pakula,"[new york, terrorist, anonymity, northern ireland]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18423,0.0001,0,0," Action, Comedy",1.56098,0.002851164,3/28/1997,7240837,0.002597176,6.859788771,90,0.25566343,B.A.P.S.,4.2,0.42,13,0.000923623,Halle Berry, Martin Landau, Ian Richardson, Natalie Desselle, Troy Byer, Luigi Amodeo,Robert Townsend,"[burglar, restaurant, millionaire, guilt, irreverence, nephew]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6499,10000000,0.026315789,7," Action, Adventure, Family, Fantasy, Science Fiction, Thriller",5.436745,0.009930338,3/27/1997,17979739,0.006449054,7.254783383,99,0.284789644,Turbo: A Power Rangers Movie,4.6,0.46,60,0.004262877,Johnny Yong Bosch, Nakia Burrise, Jason David Frank, Catherine Sutherland, Amy Jo Johnson, Steve Cardenas,"Shuki Levy, David Winning","[california, narration, volcano, child hero, sequel, human sacrifice, piloted robot, pirate, car, superhero team, martial arts tournament, film starts with text, pirate ship, child]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12723,0.0001,0,0," Drama, Romance",5.063701,0.009248965,4/4/1997,5926128,0.00212561,6.772771028,110,0.32038835,Inventing the Abbotts,6.4,0.64,43,0.003055062,Joaquin Phoenix, Liv Tyler, Jennifer Connelly, Billy Crudup, Joanna Going, Kathy Baker,Pat O'Connor,"[brother sister relationship, new love, dysfunctional marriage, working class, wrong side of the tracks]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9360,45000000,0.118421053,7.653212514," Adventure, Horror, Thriller",14.386089,0.026276521,4/11/1997,136885767,0.049098809,8.136358294,89,0.252427184,Anaconda,4.8,0.48,624,0.044333925,Jennifer Lopez, Ice Cube, Jon Voight, Eric Stoltz, Owen Wilson, Jonathan Hyde,Luis Llosa,"[amazon, jungle, anaconda, film crew, killer snake, river boat, amazon river, animal horror]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9434,0.0001,0,0," Action, Comedy, Thriller, Romance",7.556814,0.013802693,4/11/1997,28084357,0.010073425,7.448464485,107,0.310679612,Grosse Pointe Blank,6.9,0.69,278,0.019751332,John Cusack, Minnie Driver, Dan Aykroyd, Joan Cusack, Alan Arkin, Hank Azaria,George Armitage,"[mission of murder, school party, high school reunion]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118991,0.0001,0,0," Crime, Drama, Thriller",1.323422,0.002417259,4/11/1997,57252,2.05E-05,4.757790663,113,0.330097087,Keys to Tulsa,4.9,0.49,5,0.00035524,Eric Stoltz, James Spader, Deborah Kara Unger, Joanna Going, Michael Rooker, Mary Tyler Moore,Leslie Greif,[blackmail],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9611,0.0001,0,0,Comedy,5.889414,0.010757149,4/25/1997,29235353,0.010486269,7.465908342,92,0.262135922,Romy and Michele's High School Reunion,6,0.6,160,0.011367673,Mira Sorvino, Lisa Kudrow, Janeane Garofalo, Alan Cumming, Julia Campbell, Justin Theroux,David Mirkin,"[smoking, overweight child, graduation, marriage, high school, junk food, cafeteria, party, prom, best friend, pregnancy, fashion, alcoholic, pop music, car trouble, disabled, dream sequence, high school reunion, social outcast, dance club, ruse, excercise, cliques, faded trends, airhead]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,16500000,0.043421053,7.217483944," Science Fiction, Comedy, Crime",11.749159,0.021460108,5/2/1997,67683989,0.024277201,7.830485946,94,0.268608414,Austin Powers: International Man of Mystery,6.5,0.65,1033,0.07339254,Mike Myers, Elizabeth Hurley, Michael York, Mimi Rogers, Seth Green, Fabiana Udenio,Jay Roach,"[android, undercover, missile, group therapy, airplane, dancing scene, time travel, penthouse apartment, judo, trapdoor, clowning, telescope, swinging, james bond spoof, swinging 60s, aftercreditsstinger, duringcreditsstinger]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2163,36000000,0.094736842,7.556302501," Drama, Action, Thriller",7.926621,0.014478154,5/2/1997,50159144,0.01799131,7.700350116,95,0.27184466,Breakdown,6.6,0.66,202,0.014351687,Kurt Russell, J.T. Walsh, Kathleen Quinlan, M.C. Gainey, Jack Noseworthy, Rex Linn,Jonathan Mostow,"[california, bank, ransom, car breakdown, kidnapping, donut, highway, barn, vacation, stranded, deception, murder, suspense, redneck, diner, extortion, captive, car chase, desert, moving, trucker]",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18,90000000,0.236842105,7.954242509," Adventure, Fantasy, Action, Thriller, Science Fiction",24.30526,0.044394116,5/7/1997,263920180,0.09466409,8.421472599,126,0.372168285,The Fifth Element,7.3,0.73,3962,0.281492007,Bruce Willis, Gary Oldman, Ian Holm, Milla Jovovich, Chris Tucker, Luke Perry," Third  Simon Downes, Third  Robert Grayson, Third  Susan Inge Wood","[clone, taxi, cyborg, egypt, future, stowaway, space travel, race against time, arms dealer, love, alien, priest, end of the world, good vs evil, shootout, police chase, cab driver, new york city, space opera, military, opera singer, resort hotel, ancient astronaut, archeologist, ancient evil, cruise liner]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
60082,0.0001,0,0," Comedy, Romance",1.511388,0.002760583,5/14/1997,7553105,0.002709182,6.878125522,105,0.30420712,Sprung,5,0.5,7,0.000497336,Tisha Campbell-Martin, Paula Jai Parker, John Witherspoon, Joe Torry, Rusty Cundieff,,Rusty Cundieff,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64802,2000000,0.005263158,6.301029996,Drama,1.7442,0.00318582,5/16/1997,2900000,0.001040185,6.462397998,108,0.313915858,Love! Valour! Compassion!,5.7,0.57,10,0.00071048,Jason Alexander, John Glover, Justin Kirk, John Benjamin Hickey,,,Joe Mantello,"[gay, aids, hiv, based on play or musical, lgbt history]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50850,0.0001,0,0," Adventure, Family",0.285487,0.000521447,5/16/1997,479099,0.000171845,5.680425264,88,0.249190939,The Second Jungle Book: Mowgli & Baloo,3.2,0.32,5,0.00035524,Gulshan Grover, Jamie Williams, Billy Campbell, Roddy McDowall, David Paul Francis, Dyrk Ashton,"Dee McLachlan, Duncan McLachlan","[circus, boy, bear, jungle, monkey, woman director]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,0.0001,0,0," Comedy, Romance",8.085194,0.014767791,5/23/1997,34673095,0.012436703,7.53999261,100,0.28802589,Addicted to Love,6.1,0.61,112,0.007957371,Meg Ryan, Matthew Broderick, Kelly Preston, Tchéky Karyo, Maureen Stapleton, Nesbitt Blaisdell,Griffin Dunne,"[jealousy, love, revenge, break-up]",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
330,73000000,0.192105263,7.86332286," Adventure, Action, Science Fiction",0.788123,0.001439523,5/23/1997,229074524,0.082165492,8.359976793,129,0.381877023,The Lost World: Jurassic Park,6.2,0.62,2528,0.179609236,Jeff Goldblum, Julianne Moore, Pete Postlethwaite, Richard Attenborough, Vince Vaughn, Arliss Howard,Steven Spielberg,"[exotic island, dna, paleontology, tyrannosaurus rex, velociraptor, san diego, dinosaur, jurassic park, animal horror]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1701,75000000,0.197368421,7.875061263," Action, Thriller, Crime",11.545982,0.021089001,6/1/1997,224012234,0.080349727,8.350271737,115,0.336569579,Con Air,6.5,0.65,1289,0.091580817,Nicolas Cage, John Cusack, John Malkovich, Ving Rhames, Nick Chinlund, Steve Buscemi,Simon West,"[prison, ambush, helicopter, airport, gas station, undercover, mexican standoff, bravery, hijacking, escape, shootout, u.s. marshal, las vegas, explosion, brutality, violence, convict, desert, war hero, dea agent, motorcycle chase]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1639,160000000,0.421052632,8.204119983," Action, Adventure, Thriller",11.268531,0.02058223,6/13/1997,164508066,0.059006501,8.216187197,121,0.355987055,Speed 2: Cruise Control,4.1,0.41,439,0.031190053,Sandra Bullock, Jason Patric, Willem Dafoe, Temuera Morrison, Mike Hagerty, Colleen Camp,"Translator, Paul J. Memmi","[boat, cruise, computer, disaster, diamond, collision course]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107743,0.0001,0,0," Comedy, Romance",0.886134,0.001618542,10/18/1996,44000,1.58E-05,4.643452676,102,0.294498382,Wedding Bell Blues,5.5,0.55,2,0.000142096,Illeana Douglas, Paulina Porizkova, Julie Warner, John Corbett, Richard Edson, Jonathan Penner,Dana Lustig,"[friends, break-up, woman director]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,125000000,0.328947368,8.096910013," Action, Crime, Fantasy",17.038824,0.031121803,6/20/1997,238207122,0.085441214,8.376954742,125,0.368932039,Batman & Robin,4.2,0.42,1447,0.102806394,George Clooney, Arnold Schwarzenegger, Uma Thurman, Alicia Silverstone, Michael Gough, Pat Hingle,"Sound Designer, Lance Brown","[double life, dc comics, dual identity, crime fighter, fictional place, gotham city, superhero, credit card, super powers]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11970,85000000,0.223684211,7.929418926," Animation, Family, Fantasy, Adventure, Comedy, Romance",14.048694,0.025660262,6/26/1997,252712101,0.090643926,8.402626038,93,0.265372168,Hercules,7.3,0.73,1741,0.123694494,Tate Donovan, Josh Keaton, Roger Bart, Danny DeVito, James Woods, Susan Egan,"Sound Designer, Gary Rydstrom","[hades, musical, peasant, animation, aftercreditsstinger, olympus, hercules]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8874,38000000,0.1,7.579783597," Comedy, Romance",4.678572,0.008545518,6/19/1997,299288605,0.107350198,8.476090182,105,0.30420712,My Best Friend's Wedding,6.4,0.64,606,0.043055062,Julia Roberts, Dermot Mulroney, Cameron Diaz, Rupert Everett, Philip Bosco, M. Emmet Walsh,P.J. Hogan,"[karaoke, marriage proposal, new love, kiss, man-woman relation, secret love, wedding]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
754,80000000,0.210526316,7.903089987," Action, Crime, Science Fiction, Thriller",11.467391,0.020945452,6/27/1997,245676146,0.088120237,8.390362991,138,0.411003236,Face/Off,6.8,0.68,1612,0.114529307,John Travolta, Nicolas Cage, Joan Allen, Alessandro Nivola, Gina Gershon, Dominique Swain,,"[undercover, mexican standoff, biological weapon, face transplant, rage and hate, fistfight, hostility, revenge, deception, tragedy, shootout, hospital, boat chase, los angeles, explosion, extreme violence, fbi agent, prison escape, criminal gang, flashback, golden gun, arch villain, bullet ballet]",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
607,90000000,0.236842105,7.954242509," Action, Adventure, Comedy, Science Fiction",15.781024,0.028824402,7/2/1997,589390539,0.211405279,8.77040316,98,0.281553398,Men in Black,6.9,0.69,4521,0.321207815,Tommy Lee Jones, Will Smith, Linda Fiorentino, Rip Torn, Tony Shalhoub, Mike Nussbaum,Barry Sonnenfeld,"[secret identity, sun glasses, undercover, space marine, illegal immigration, deportation, new identity, giant cockroach, cannon, flying saucer, stay permit, alien, fictional government agency]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,90000000,0.236842105,7.954242509," Drama, Science Fiction, Mystery",14.374866,0.026256022,7/11/1997,171120329,0.061378218,8.233301607,150,0.449838188,Contact,7.2,0.72,1338,0.095062167,Jodie Foster, Matthew McConaughey, James Woods, John Hurt, Tom Skerritt, William Fichtner,"Robert Zemeckis, 24 Frame Playback, Mark Marcum","[based on novel, nasa, new mexico, extraterrestrial technology, prime number, star, radio wave, wormhole, fanatic, spirituality, religion, scientist, sabotage, ham radio, alien contact, mechanical engineering, observatory, eccentric man, radio telescope]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9387,20000000,0.052631579,7.301029996," Adventure, Fantasy, Action",10.52008,0.019215167,4/2/1982,79114085,0.028377,7.89825381,129,0.381877023,Conan the Barbarian,6.6,0.66,663,0.047104796,Arnold Schwarzenegger, James Earl Jones, Max von Sydow, Sandahl Bergman, Cassandra Gava, Ben Davidson,,"[gladiator, repayment, despot, barbarian, sword and sorcery]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142,15000000,0.039473684,7.176091259," Action, Crime, Drama",9.15931,0.016729689,8/15/1997,44862187,0.016091373,7.651880441,104,0.300970874,Cop Land,6.6,0.66,384,0.027282416,Sylvester Stallone, Harvey Keitel, Ray Liotta, Robert De Niro, Michael Rapaport, Annabella Sciorra,James Mangold,"[corruption, new jersey, handcuffs, fbi, bridge, police, burned alive, murder, car crash, independent film, bad cop, arson, dirty cop, internal affairs, car accident, new york city, violence, nypd, world trade center, jumping off a bridge, corrupt cop]",0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10336,40000000,0.105263158,7.602059991," Action, Adventure, Fantasy, Horror, Science Fiction, Thriller",11.366417,0.020761021,7/31/1997,87840042,0.031506866,7.943692535,96,0.275080906,Spawn,5,0.5,344,0.024440497,Michael Jai White, Martin Sheen, John Leguizamo, Theresa Randle, Nicol Williamson, D. B. Sweeney,Mark A.Z. Dippé,"[anti hero, secret agent, fistfight, based on comic, burn victim]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20737,3000000,0.007894737,6.477121255," Comedy, Family, Drama",9.407128,0.017182334,8/1/1997,23144499,0.008301574,7.364447784,98,0.281553398,Air Bud,5.3,0.53,108,0.007673179,Kevin Zegers, Wendy Makkena, Michael Jeter, Bill Cobbs, Brendan Fletcher, Norman Browning,Charles Martin Smith,"[clown, golden retriever, dog actor]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9413,19000000,0.05,7.278753601," Comedy, Romance",4.347079,0.007940038,8/1/1997,44332015,0.015901208,7.646717472,105,0.30420712,Picture Perfect,5.1,0.51,114,0.008099467,Jennifer Aniston, Jay Mohr, Kevin Bacon, Olympia Dukakis, Illeana Douglas, Kevin Dunn,Glenn Gordon Caron,"[fire, hero, lie, career woman, photography]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8834,75000000,0.197368421,7.875061263," Action, Drama, Mystery, Thriller",14.261798,0.026049501,8/7/1997,136982834,0.049133626,8.136666147,135,0.401294498,Conspiracy Theory,6.5,0.65,440,0.031261101,Mel Gibson, Julia Roberts, Patrick Stewart, Cylk Cozart, Steve Kahan, Terry Alexander,Richard Donner,"[new york, cia, helicopter, assassin, secret, obsession, taxi driver, fbi, paranoia, wheelchair, chase, theory, politics, government, control, cover-up, murder, suspense, conspiracy, torture, flashback, target, geronimo, newsletter]",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9772,85000000,0.223684211,7.929418926," Action, Thriller",12.173291,0.022234795,7/25/1997,315156409,0.113041734,8.498526143,124,0.365695793,Air Force One,6.2,0.62,859,0.061030195,Harrison Ford, Gary Oldman, Glenn Close, Wendy Crewson, William H. Macy, Jürgen Prochnow,"Associate Projection, Alan Jacques, Systems Administrators & Support, Walid Harmoush,  Supervisor, Joe Pasquale","[prison, corruption, journalist, white house, hostage, ultimatum, hostage-taking, air force one, airplane hijacking, aerial combat, conspiracy, gunfight, fighter airplane, secret service, american president, hand to hand combat, negotiation, political prisoner]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,30000000,0.078947368,7.477121255," Action, Adventure, Thriller",15.91126,0.029062281,3/2/1990,199200000,0.071449962,8.299289334,134,0.398058252,The Hunt for Red October,7.2,0.72,971,0.068987567,Alec Baldwin, Sean Connery, Scott Glenn, Sam Neill, James Earl Jones, Joss Ackland,John McTiernan,"[submarine, cold war, russian, defection, jack ryan]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9433,0.0001,0,0," Action, Adventure, Drama",15.174973,0.027717436,9/6/1997,43312294,0.01553545,7.636611186,117,0.343042071,The Edge,6.8,0.68,359,0.025506217,Alec Baldwin, Anthony Hopkins, Elle Macpherson, Harold Perrineau, L.Q. Jones, Kathleen Wilhoite,"Dolly Grip, Tim Milligan, Seamstress, Gail Johns","[photographer, grizzly bear, wilderness, airplane, supermodel, emergency landing, suspense, survival, bear, animal horror]",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2118,35000000,0.092105263,7.544068044," Crime, Drama, Mystery, Thriller",10.989442,0.020072467,9/19/1997,126216940,0.045272066,8.101117647,138,0.411003236,L.A. Confidential,7.7,0.77,1340,0.095204263,Kevin Spacey, Guy Pearce, Danny DeVito, James Cromwell, Kim Basinger, Russell Crowe,"Chef, Robert Lamkin, Seamstress, Bella Noubarian","[corruption, detective, shotgun, morgue, f word, domestic violence, corpse, crime, district attorney, bandage, movie star, man with glasses, knife in thigh, good cop bad cop, switchblade, call girl, 1950s, falsifying]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
978,70000000,0.184210526,7.84509804," Adventure, Drama, History",11.483493,0.020974863,9/12/1997,131457682,0.047151839,8.11878597,136,0.404530744,Seven Years in Tibet,7,0.7,644,0.045754885,Brad Pitt, Jamyang Jamtsho Wangchuk, David Thewlis, BD Wong, Mako, Ingeborga Dapkunaite,Jean-Jacques Annaud,"[buddhism, himalaya, austria, mountain, buddhist monk, world war ii, prisoners of war, monsoon, tibet, dalai lama, mountaineer, lhasa, wedding]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9437,27000000,0.071052632,7.431363764," Drama, Mystery, Thriller, Crime",12.235391,0.022348222,10/3/1997,60527873,0.021710412,7.781955413,115,0.336569579,Kiss the Girls,6.2,0.62,353,0.025079929,Morgan Freeman, Ashley Judd, Cary Elwes, Alex McArthur, Tony Goldwyn, Jay O. Sanders,Gary Fleder,"[washington d.c., covered investigation, investigation, north carolina, missing person]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10351,5000000,0.013157895,6.698970004,Horror,5.215107,0.009525511,9/19/1997,15719109,0.005638201,7.196427925,90,0.25566343,Wishmaster,5.6,0.56,114,0.008099467,Andrew Divoff, Tammy Lauren, Robert Englund, Chris Lemmon, Wendy Benson-Landes, Tony Crane,Robert Kurtzman,"[fire, menace, wish, djinn, violence]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2649,50000000,0.131578947,7.698970004," Drama, Thriller, Mystery",14.825587,0.027079275,9/12/1997,109423648,0.039248571,8.039111189,129,0.381877023,The Game,7.5,0.75,1556,0.110550622,Michael Douglas, Sean Penn, Deborah Kara Unger, James Rebhorn, Spike Jonze, Anna Katarina,David Fincher,"[brother brother relationship, birthday, danger of life, birthday party, surprising]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75250,0.0001,0,0," Drama, Romance",0.53204,0.000971782,10/3/1997,10082,3.62E-06,4.003546693,124,0.365695793,The Locusts,3.8,0.38,3,0.000213144,Kate Capshaw, Jeremy Davies, Ashley Judd, Daniel Meyer, Jessica Capshaw, Jessica Robertson,John Patrick Kelley,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9427,3500000,0.009210526,6.544068044,Comedy,8.333322,0.015221003,8/13/1997,257850122,0.092486854,8.411367341,91,0.258899676,The Full Monty,6.9,0.69,372,0.02642984,Robert Carlyle, Mark Addy, William Snape, Steve Huison, Tom Wilkinson, Paul Barber,Peter Cattaneo,"[suicide attempt, striptease, steel worker, repossession, male stripper]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3597,17000000,0.044736842,7.230448921," Horror, Thriller, Mystery",7.417157,0.013547606,10/17/1997,125586134,0.045045805,8.098941691,100,0.28802589,I Know What You Did Last Summer,5.6,0.56,698,0.049591474,Jennifer Love Hewitt, Sarah Michelle Gellar, Ryan Phillippe, Freddie Prinze Jr., Bridgette Wilson, Johnny Galecki,Jim Gillespie,"[secret, blackmail, fisherman, police, high school, cover-up, friends, revenge, murder, pageant, slasher, teenager, killer]",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1813,57000000,0.15,7.755874856," Drama, Horror, Mystery, Thriller",10.920124,0.019945856,10/17/1997,152944660,0.054858886,8.184534318,144,0.430420712,The Devil's Advocate,7.2,0.72,1414,0.100461812,Keanu Reeves, Al Pacino, Charlize Theron, Jeffrey Jones, Judith Ivey, Connie Nielsen,Taylor Hackford,"[child abuse, southern usa, obsession, subway, nudity, bible, seduction, hallucination, ambition, marriage crisis, pact with the devil, crooked lawyer, evil spirit, satan, religion, lust, courtroom, temptation, law firm, manhattan, new york city, seven deadly sins, ethics, gainesville florida]",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25099,0.0001,0,0,Documentary,2.117703,0.003868032,10/3/1997,832735,0.000298689,5.920506819,83,0.233009709,"Fast, Cheap & Out of Control",8.3,0.83,8,0.000568384,Dave Hoover, George Mendonça, Raymond A. Mendez, Rodney Brooks,,,Errol Morris,"[circus, lion, eccentric, robot]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45019,0.0001,0,0," Drama, Romance",1.301573,0.002377351,10/10/1997,1,0,0,115,0.336569579,Washington Square,7.4,0.74,5,0.00035524,Jennifer Jason Leigh, Albert Finney, Maggie Smith, Ben Chaplin, Judith Ivey, Jennifer Garner,,[woman director],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29911,0.0001,0,0," Fantasy, Drama, Mystery, Family",3.553746,0.006490997,1/1/1997,14000000,0.005021583,7.146128036,99,0.284789644,FairyTale: A True Story,6.2,0.62,25,0.001776199,Mel Gibson, Harvey Keitel, Bill Nighy, Joseph May, Peter Mullan, Anna Chancellor,Charles rridge,"[fairy, fairy tale]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9827,0.0001,0,0," Horror, Science Fiction, Thriller",10.754614,0.019643549,1/23/1998,5624282,0.002017343,6.750067088,91,0.258899676,Phantoms,5.2,0.52,110,0.007815275,Ben Affleck, Rose McGowan, Joanna Going, Liev Schreiber, Nicky Katt, Clifton Powell,Joe Chappelle,"[sheriff, rural setting, los angeles, u.s. soldier, alternate life form, snowfield, co, deputies, fear of dying]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14398,0.0001,0,0," Action, Drama",2.592927,0.004736039,10/8/1997,5790448,0.002076944,6.762712166,102,0.294498382,Gang Related,6.5,0.65,32,0.002273535,Jim Belushi, Tupac Amaru Shakur, Lela Rochon, Dennis Quaid, James Earl Jones, Gary Cole,Jim Kouf,"[detective, surgeon, stripper, profanity, murder, brutality, buddy]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
