,id,budget,budget_log,genres,popularity,release_date,revenue,revenue_log,runtime,title,vote_average,vote_count,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6,director
20320,132232,15000000,7.176091259,Horror,16.018525,1/17/2013,146497771,8.165831017,100,Mama,6,1452,Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier, Isabelle Nélisse, Daniel Kash, Melina Matthews,Andy Muschietti
20546,132344,3000000,6.477121255," Romance, Drama",11.30324,4/5/2013,11176469,7.048304618,108,Before Midnight,7.3,583,Ethan Hawke, Julie Delpy, Seamus Davey-Fitzpatrick, Jennifer Prior, Charlotte Prior, Xenia Kalogeropoulou,Richard Linklater
21500,132363,25000000,7.397940009,Drama,11.061894,8/16/2013,115922175,8.064166521,132,The Butler,7.2,1134,Forest Whitaker, David Banner, Michael Rainey Jr., LaJessie Smith, Mariah Carey, Alex Pettyfer,
28629,132759,2800000,6.447158031," Comedy, Drama",1.823774,10/4/2012,13218980,7.121197946,100,Soulless,5.5,25,Danila Kozlovsky, Artyom Mikhalkov, Mikhail Efremov, Artur Smolyaninov, Mariya Andreeva, Sergey Belogolovtsev,Roman Prygunov
21106,133463,500000,5.698970004," Thriller, Horror, Comedy",5.411012,11/3/2012,1000000,6,93,Redd Inc.,5.5,28,Nicholas Hope, Kelly Paterniti, Sam Reid, Alan Dukes, James Mackay, Hayley McElhinney,Daniel Krige
21895,133805,30000000,7.477121255," Drama, Horror",18.399055,10/16/2013,82394288,7.915897105,100,Carrie,5.8,1505,Chloë Grace Moretz, Julianne Moore, Judy Greer, Alex Russell, Portia Doubleday, Gabriella Wilde,
29691,134126,3500000,6.544068044," Drama, Action",6.261686,10/11/2012,7339398,6.865660439,96,A Company Man,6.6,52,So Ji-sub, Lee Mi-yeon, Kwak Do-won, Kim Dong-jun, Lee Kyoung-young, Han Bo-bae,Sangyoon Lim
20857,134374,25000000,7.397940009," Thriller, Crime, Action",9.218002,4/18/2013,86175291,7.935382759,130,Pain & Gain,6.1,1595,Mark Wahlberg, Dwayne Johnson, Anthony Mackie, Tony Shalhoub, Ed Harris, Rob Corddry,Michael Bay
20556,134411,35000000,7.544068044," Thriller, Drama",13.542675,2/21/2013,42930462,7.632765562,112,Snitch,5.8,1155,Dwayne Johnson, Barry Pepper, Jon Bernthal, Susan Sarandon, Michael Kenneth Williams, Rafi Gavron,Ric Roman Waugh
33352,134474,18000,4.255272505," Comedy, Romance",0.646227,3/3/1991,700000,5.84509804,150,Godfather,6.9,4,N.N. Pillai, Mukesh, Innocent, Philomina, Thilakan, Kanaka,"Lal, Siddique"
21391,136400,61000000,7.785329835," Action, Comedy, Crime",13.336512,8/2/2013,131940411,8.120377833,109,2 Guns,6.6,1611,Denzel Washington, Mark Wahlberg, Paula Patton, Bill Paxton, Fred Ward, James Marsden,
21225,136795,43000000,7.633468456," Action, Comedy, Crime",12.706403,6/27/2013,158674180,8.200506263,117,The Heat,6.5,1595,Sandra Bullock, Melissa McCarthy, Demián Bichir, Michael Rapaport, Taran Killam, Marlon Wayans,Paul Feig
23032,136797,66000000,7.819543936," Action, Crime, Drama, Thriller",18.271383,3/13/2014,203277636,8.308089601,130,Need for Speed,6.1,1560,Aaron Paul, Dominic Cooper, Imogen Poots, Rami Malek, Ramón Rodríguez, Harrison Gilbertson,
41019,136799,125000000,8.096910013," Adventure, Animation, Family",16.83711,10/13/2016,346864462,8.540159806,92,Trolls,6.7,1054,Anna Kendrick, Justin Timberlake, Zooey Deschanel, Russell Brand, James Corden, Gwen Stefani,"Mike Mitchell, Walt Dohrn"
24171,136835,13200000,7.120573931," Crime, Thriller",24.644321,9/10/2014,53830415,7.731027728,83,No Good Deed,5.6,182,Idris Elba, Taraji P. Henson, Leslie Bibb, Kate del Castillo, Henry Simmons, Mirage Moonschein,
22064,137093,28000000,7.447158031,Comedy,9.157369,10/31/2013,134402450,8.128407185,105,Last Vegas,6.4,813,Robert De Niro, Morgan Freeman, Michael Douglas, Kevin Kline, Mary Steenburgen, Jerry Ferrara,Jon Turteltaub
22769,137106,60000000,7.77815125," Adventure, Animation, Comedy, Family, Fantasy",16.418133,2/6/2014,469160692,8.671321618,100,The Lego Movie,7.5,3127,Chris Pratt, Will Ferrell, Elizabeth Banks, Will Arnett, Nick Offerman, Alison Brie,"Phil Lord, Christopher Miller"
23515,137113,178000000,8.250420002," Action, Science Fiction",31.982986,5/27/2014,370541256,8.568836569,113,Edge of Tomorrow,7.6,4979,Tom Cruise, Emily Blunt, Brendan Gleeson, Bill Paxton, Jonas Armstrong, Tony Way,Doug Liman
43203,137116,60000000,7.77815125," Adventure, Animation, Comedy, Family",16.972835,3/23/2017,197183546,8.294870672,89,Smurfs: The Lost Village,6.2,311,Julia Roberts, Ariel Winter, Ellie Kemper, Mandy Patinkin, Jeff Dunham, Michelle Rodriguez,Kelly Asbury
23816,138103,90000000,7.954242509," Action, Adventure, Thriller",14.753545,8/4/2014,206172544,8.31423083,127,The Expendables 3,6.1,1830,Sylvester Stallone, Jason Statham, Harrison Ford, Arnold Schwarzenegger, Mel Gibson, Wesley Snipes,"Patrick Hughes, Compositors, Rachel Wyn Dunn"
21461,138832,37000000,7.568201724," Comedy, Crime",18.474368,8/7/2013,269994119,8.431354304,110,We're the Millers,6.8,3053,Jason Sudeikis, Jennifer Aniston, Will Poulter, Emma Roberts, Ed Helms, Nick Offerman,Rawson Marshall Thurber
21330,138843,13000000,7.113943352," Horror, Thriller",14.90169,7/18/2013,318000141,8.502427313,112,The Conjuring,7.4,3169,Patrick Wilson, Vera Farmiga, Lili Taylor, Ron Livingston, Shanley Caswell, Hayley McFarland,James Wan
20281,139038,2500000,6.397940009," Comedy, Horror",6.531373,1/11/2013,60141683,7.779175577,86,A Haunted House,5.4,523,Marlon Wayans, Essence Atkins, Nick Swardson, Cedric the Entertainer, David Koechner, Dave Sheridan,Michael Tiddes
30622,139357,240000,5.380211242," Thriller, Comedy, Romance, Horror",0.602301,10/19/2012,2800000,6.447158031,127,Pizza,5.5,11,Vijay Sethupathi, Remya Nambeesan, Aadukalam Naren, Karunakaran, Bobby Simha, Pooja Ramachandran,Karthik Subbaraj
35444,140300,145000000,8.161368002," Action, Adventure, Animation, Comedy, Family",14.696548,1/23/2016,521170825,8.716980096,95,Kung Fu Panda 3,6.7,1630,Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie, J.K. Simmons, Jackie Chan,Jennifer Yuh Nelson
26619,140607,245000000,8.389166084," Action, Adventure, Science Fiction, Fantasy",31.626013,12/15/2015,2068223624,9.315597494,136,Star Wars: The Force Awakens,7.5,7993,Daisy Ridley, John Boyega, Adam Driver, Harrison Ford, Oscar Isaac, Carrie Fisher,J.J. Abrams
22275,140823,35000000,7.544068044," Comedy, Drama, History",15.130888,11/16/2013,112544580,8.051324585,125,Saving Mr. Banks,7.3,1256,Emma Thompson, Tom Hanks, Paul Giamatti, Colin Farrell, Ruth Wilson, Jason Schwartzman,John Lee Hancock
23570,140870,19700000,7.294466226," Animation, Adventure, Family",6.583428,11/17/2013,30000000,7.477121255,89,Minuscule: Valley of the Lost Ants,6.6,128,Sarah Cohen-Hadria, Jean-Paul Guyon,,,,,"Hélène Giraud, Thomas Szabo"
33917,141520,200000,5.301029996,,0.560685,11/1/2012,486937,5.687472776,100,Rita's Last Fairy Tale,7.4,8,Mitya Borisov, Lev Danilkin, Sergei Debizhev, Tatyana Drubich,,,Renata Litvinova
23140,142159,290000,5.462397998," Adventure, Drama",0.140491,4/7/1928,596000,5.77524626,85,Across to Singapore,7.7,3,Ramon Novarro, Joan Crawford, Ernest Torrence, Frank Currier, Dan Wolheim, Duke Martin,William Nigh
20739,144340,13000000,7.113943352," Comedy, Drama, Romance",10.098539,3/21/2013,18000000,7.255272505,107,Admission,5.5,307,Tina Fey, Paul Rudd, Michael Sheen, Lily Tomlin, Wallace Shawn, Nat Wolff,Paul Weitz
20661,144789,5000000,6.698970004,Comedy,6.757549,3/8/2013,11724119,7.069080218,90,I'm So Excited!,5.8,219,Antonio Banderas, Penélope Cruz, Javier Cámara, Carlos Areces, Raúl Arévalo, Paz Vega,
20563,145135,3500000,6.544068044," Science Fiction, Thriller, Horror",26.972326,2/21/2013,25174316,7.400957679,97,Dark Skies,6.1,668,Keri Russell, Josh Hamilton, Dakota Goyo, J.K. Simmons, Trevor St. John, Annie Thurman,
20322,145197,100000,5," Drama, Science Fiction",8.003815,4/5/2013,444098,5.647478817,96,Upstream Color,6.5,277,Amy Seimetz, Shane Carruth, Andrew Sensenig, Thiago Martins, Carolyn King, Myles McGee,Shane Carruth
23161,145220,50000000,7.698970004," Comedy, Adventure, Crime, Family",7.244956,3/20/2014,80383290,7.905165777,112,Muppets Most Wanted,6.2,318,Ricky Gervais, Ty Burrell, Tina Fey, Steve Whitmire, Eric Jacobson, Dave Goelz,James Bobin
20587,146203,5000000,6.698970004," Horror, Thriller",5.874458,2/28/2013,15179302,7.181251802,88,The Last Exorcism Part II,4.4,204,Ashley Bell, Julia Garner, Andrew Sensenig, Spencer Treat Clark, Judd Lormand, Muse Watson,Ed Gass-Donnelly
21658,146233,46000000,7.662757832," Drama, Thriller, Crime",11.96262,9/18/2013,122126687,8.086810576,153,Prisoners,7.9,3183,Hugh Jackman, Jake Gyllenhaal, Paul Dano, Maria Bello, Melissa Leo, Viola Davis,
21797,146238,30000000,7.477121255," Crime, Thriller, Drama",8.864607,9/24/2013,62616646,7.796689801,91,Runner Runner,5.5,547,Ben Affleck, Gemma Arterton, Justin Timberlake, Anthony Mackie, David Costabile, John Heard,Brad Furman
22129,146239,26000000,7.414973348,Comedy,13.548808,10/10/2013,51164106,7.70896539,105,Delivery Man,6.2,561,Vince Vaughn, Cobie Smulders, Chris Pratt, Britt Robertson, Jack Reynor, Bobby Moynihan,Ken Scott
34016,146301,10000000,7," Horror, Thriller",9.185701,10/21/2015,78096553,7.892631866,88,Paranormal Activity: The Ghost Dimension,5,435,Chris J. Murray, Brit Shaw, Ivy George, Dan Gill, Olivia Taylor Dudley, Michael Krawic,
22097,146304,17000000,7.230448921,Comedy,6.102021,11/15/2013,71625195,7.855065817,123,The Best Man Holiday,6.7,110,Terrence Howard, Harold Perrineau, Моррис Честнат, Sanaa Lathan, Taye Diggs, Regina Hall,Malcolm D. Lee
24948,147441,140000000,8.146128036," Adventure, Drama, Action",16.320249,12/3/2014,268031828,8.428186368,150,Exodus: Gods and Kings,5.6,1957,Christian Bale, Joel Edgerton, John Turturro, Aaron Paul, Ben Mendelsohn, María Valverde,"Ridley Scott, Actor, s ,  Luis Gamazo"
21110,147773,4600000,6.662757832," Comedy, Drama",10.342737,6/6/2013,23198652,7.36546275,103,The Way Way Back,7.1,695,Liam James, Steve Carell, Toni Collette, AnnaSophia Robb, Sam Rockwell, Allison Janney,"Jim Rash, Nat Faxon"
31575,147868,6843500,6.835278272,Comedy,3.800073,12/22/2012,10703234,7.02951502,86,The Worst Christmas of My Life,5.5,86,Diego Abatantuono, Laura Chiatti, Fabio De Luigi, Cristiana Capotondi, Antonio Catania, Anna Bonaiuto,Alessandro Genovesi
37103,148265,5990000,6.777426822," Romance, Science Fiction",8.615159,6/6/2012,19450000,7.288919606,145,Eega,6.7,33,Sudeep, Samantha Akkineni, Nani, Adithya Menon, Devadarshini, Thagubothu Ramesh,S.S. Rajamouli
17936,148284,26400000,7.421603927," Action, Comedy, Drama, Romance, Science Fiction",4.330396,10/1/2010,62000000,7.792391689,155,Enthiran,6.5,46,Rajinikanth, Aishwarya Rai Bachchan, Danny Denzongpa, Santhanam, Karunas, Devadarshini,S. Shankar
21483,149870,30000000,7.477121255,Animation,9.310866,7/20/2013,117932401,8.07163314,126,The Wind Rises,7.7,720,Hideaki Anno, Jun Kunimura, Mirai Shida, Miori Takimoto, Hidetoshi Nishijima, Joseph Gordon-Levitt,Hayao Miyazaki
30373,150540,175000000,8.243038049," Drama, Comedy, Animation, Family",23.985587,6/9/2015,857611174,8.933290431,94,Inside Out,7.9,6737,Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader, Lewis Black, Mindy Kaling,"Pete Docter, Projection, John Hazelton"
28727,150689,95000000,7.977723605," Romance, Fantasy, Family, Drama",19.801128,3/12/2015,543514353,8.735211017,105,Cinderella,6.7,2426,Lily James, Cate Blanchett, Richard Madden, Helena Bonham Carter, Stellan Skarsgård, Holliday Grainger,
21398,151743,2200000,6.342422681,Comedy,1.789133,12/12/2012,208000000,8.318063335,105,Lost in Thailand,6.1,28,Wang Baoqiang, Xu Zheng, Huang Bo, Tao Hong, Fan Bingbing, Xie Nan,Xu Zheng
21473,151960,50000000,7.698970004," Animation, Family, Adventure, Comedy",11.604181,8/9/2013,219788712,8.342005384,91,Planes,5.7,568,Dane Cook, Carlos Alazraqui, Val Kilmer, Julia Louis-Dreyfus, Brad Garrett, Teri Hatcher,Klay Hall
22001,152532,5000000,6.698970004," Drama, History",14.785719,9/7/2013,55198285,7.741925584,117,Dallas Buyers Club,7.9,2973,Matthew McConaughey, Jennifer Garner, Jared Leto, Steve Zahn, Dallas Roberts, Griffin Dunne,Jean-Marc Vallée
21799,152584,4300000,6.633468456," Romance, Drama",4.938148,10/9/2013,10165694,7.007137033,179,Blue Is the Warmest Color,7.2,1114,Adèle Exarchopoulos, Léa Seydoux, Salim Kechiouche, Aurélien Recoing, Catherine Salée, Benjamin Siksou,  
22219,152601,23000000,7.361727836," Romance, Science Fiction, Drama",13.829515,12/18/2013,47351251,7.675331457,126,Her,7.9,4215,Joaquin Phoenix, Scarlett Johansson, Rooney Mara, Amy Adams, Olivia Wilde, Chris Pratt,Spike Jonze
22195,152737,25000000,7.397940009," Comedy, Drama",6.954296,12/26/2013,74188937,7.870339148,121,August: Osage County,6.9,497,Meryl Streep, Julia Roberts, Chris Cooper, Ewan McGregor, Margo Martindale, Sam Shepard,John Wells
21180,152742,13500000,7.130333768," Drama, Romance, Crime, Mystery",8.995603,1/1/2013,19255873,7.284563213,124,The Best Offer,7.7,719,Geoffrey Rush, Jim Sturgess, Sylvia Hoeks, Donald Sutherland, Maximilian Dirr, Philip Jackson,Giuseppe Tornatore
22767,152760,70000000,7.84509804," War, Drama, History, Action",11.132411,1/24/2014,154984035,8.190286964,118,The Monuments Men,5.8,1545,Matt Damon, Cate Blanchett, George Clooney, Bill Murray, John Goodman, Hugh Bonneville,George Clooney
22510,153158,22000000,7.342422681," Animation, Adventure, Romance",14.347931,7/18/2013,24000000,7.380211242,106,Underdogs,6,127,Juan José Campanella, Diego Ramos, Pablo Rago, Axel Kuschevatzky, David Masajnik, Mariana Otero,Juan José Campanella
38250,153518,73000000,7.86332286," Family, Animation",11.171927,5/11/2016,349779543,8.543794406,97,The Angry Birds Movie,5.9,1048,Jason Sudeikis, Josh Gad, Danny McBride, Maya Rudolph, Bill Hader, Peter Dinklage,"Fergal Reilly, Clay Kaytis"
24138,154400,12600000,7.100370545," Drama, Crime",11.695036,9/12/2014,19054534,7.279998332,106,The Drop,6.7,859,Tom Hardy, Noomi Rapace, James Gandolfini, Matthias Schoenaerts, John Ortiz, Elizabeth Rodriguez,
23604,156022,55000000,7.740362689," Thriller, Action, Crime",17.618057,9/24/2014,192330738,8.284048698,132,The Equalizer,7.1,2997,Denzel Washington, Marton Csokas, Chloë Grace Moretz, David Harbour, Haley Bennett, Bill Pullman,"Translator, Alexandr Dvornikov"
22930,157336,165000000,8.217483944," Adventure, Drama, Science Fiction",32.213481,11/5/2014,675120017,8.829380985,169,Interstellar,8.1,11187,Matthew McConaughey, Jessica Chastain, Anne Hathaway, Michael Caine, Casey Affleck, Mackenzie Foy,
22576,157350,85000000,7.929418926," Adventure, Action, Science Fiction",21.572585,3/14/2014,288747895,8.460518827,139,Divergent,6.9,4784,Shailene Woodley, Theo James, Kate Winslet, Miles Teller, Ray Stevenson, Maggie Q,
23284,157353,100000000,8," Thriller, Science Fiction, Drama, Mystery",9.730176,4/16/2014,103039258,8.013002723,119,Transcendence,5.9,2339,Johnny Depp, Paul Bettany, Rebecca Hall, Kate Mara, Morgan Freeman, Cillian Murphy,
21501,157360,1000000,6,Comedy,9.769134,8/9/2013,2963902,6.47186384,93,In a World...,6.4,232,Lake Bell, Fred Melamed, Michaela Watkins, Ken Marino, Demetri Martin, Rob Corddry,
21273,157386,2500000,6.397940009," Comedy, Drama, Romance",8.098964,8/2/2013,6854611,6.835982814,95,The Spectacular Now,6.8,1074,Miles Teller, Shailene Woodley, Brie Larson, Dayo Okeniyi, Masam Holden, Kyle Chandler,James Ponsoldt
23250,157547,5000000,6.698970004,Horror,8.698043,9/8/2013,44030246,7.643751112,104,Oculus,6.3,1079,Karen Gillan, Brenton Thwaites, Katee Sackhoff, James Lafferty, Rory Cochrane, Kate Siegel,"Security, Mitch Bryars Jr."
23829,157849,15000000,7.176091259,Thriller,10.432407,7/25/2014,31554855,7.499066189,121,A Most Wanted Man,6.5,545,Philip Seymour Hoffman, Rachel McAdams, Robin Wright, Daniel Brühl, Willem Dafoe, Grigoriy Dobrygin,
20677,158011,13000000,7.113943352," Crime, Thriller",8.611077,3/14/2013,68572378,7.83614921,94,The Call,6.6,1275,Halle Berry, Abigail Breslin, Моррис Честнат, Michael Imperioli, Ella Rae Peck, Roma Maffia,Brad Anderson
21136,158015,3000000,6.477121255," Science Fiction, Horror, Thriller",23.207663,5/31/2013,89328627,7.950990659,86,The Purge,6,2498,Lena Headey, Ethan Hawke, Max Burkholder, Adelaide Kane, Rhys Wakefield, Tony Oller,James DeMonaco
29353,158852,190000000,8.278753601," Adventure, Family, Mystery, Science Fiction",22.296076,5/19/2015,209154322,8.320466843,130,Tomorrowland,6.2,2904,Britt Robertson, George Clooney, Raffey Cassidy, Thomas Robinson, Hugh Laurie, Kathryn Hahn,
44891,159447,2000000,6.301029996," Comedy, Drama",1.456046,12/27/2012,11666088,7.066925248,90,"Mommies, Happy New Year!",5.3,9,Alain Delon, Elizaveta Boyarskaya, Agniya Ditkovskite, Svetlana Ivanova, Garik Kharlamov, Konstantin Kryukov,"Sarik Andreasyan, Klim Poplavskiy"
29273,159479,2700000,6.431363764,,0.677253,10/1/1994,4635143,6.666063137,117,"Ryaba, My Chicken",4.3,3,,,,,,,Andrei Konchalovsky
33306,159824,80000000,7.903089987," Animation, Comedy, Family",11.760218,9/21/2015,473226958,8.675069477,89,Hotel Transylvania 2,6.7,1528,Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, Steve Buscemi, David Spade,Genndy Tartakovsky
21403,160588,18000000,7.255272505," Comedy, Drama",12.61244,7/25/2013,99206215,7.99653888,98,Blue Jasmine,7,1126,Cate Blanchett, Alec Baldwin, Sally Hawkins, Bobby Cannavale, Louis C.K., Peter Sarsgaard,Woody Allen
26135,160704,9000000,6.954242509," Action, Drama, Thriller",7.453745,1/30/2013,48965210,7.689887621,120,The Berlin File,6.5,56,Ha Jung-woo, Han Seok-kyu, Ryoo Seung-bum, Jun Ji-hyun, Lee Kyoung-young, Kwak Do-won,Ryoo Seung-wan
30252,161545,5579750,6.746614741,Comedy,2.208906,11/30/2012,8927600,6.950734724,96,Tutto tutto niente niente,4.8,54,Antonio Albanese, Fabrizio Bentivoglio, Federico Torre, Paolo Villaggio, Lunetta Savino, Vito,Giulio Manfredonia
27041,164372,7000000,6.84509804," Animation, Fantasy",6.407641,10/11/2012,12400000,7.093421685,76,The Snow Queen,5.1,47,Ivan Okhlobystin, Dmitriy Nagiev, Lyudmila Artemeva, Anna Ardova, Elizaveta Arzamasova,,"Vladlen Barbe, Maksim Sveshnikov"
21794,165904,7100000,6.851258349," Crime, Drama, Thriller",2.78114,2/7/2013,18000000,7.255272505,144,Special 26,6.9,43,Akshay Kumar, Jimmy Shergill, Manoj Bajpayee, Anupam Kher, Kajal Agarwal, Neeru Bajwa,"Sound Designer, Debasish Mishra"
26627,166424,120000000,8.079181246," Action, Adventure, Science Fiction",17.246484,8/5/2015,167977596,8.225251362,100,Fantastic Four,4.4,2322,Miles Teller, Kate Mara, Michael B. Jordan, Jamie Bell, Toby Kebbell, Reg E. Cathey,
26624,166426,230000000,8.361727836," Adventure, Action, Fantasy, Comedy",133.82782,5/23/2017,794191988,8.899925501,129,Pirates of the Caribbean: Dead Men Tell No Tales,6.6,2814,Johnny Depp, Javier Bardem, Geoffrey Rush, Brenton Thwaites, Kaya Scodelario, Kevin McNally,
27882,167073,11000000,7.041392685," Drama, Romance",7.991613,10/20/2015,62076141,7.792924711,111,Brooklyn,7.2,1235,Saoirse Ronan, Domhnall Gleeson, Emory Cohen, Jim Broadbent, Julie Walters, Fiona Glascott,
28893,168259,190000000,8.278753601,Action,27.275687,4/1/2015,1506249360,9.177896875,137,Furious 7,7.3,4253,Vin Diesel, Paul Walker, Dwayne Johnson, Michelle Rodriguez, Tyrese Gibson, Ludacris,
22571,168530,25000000,7.397940009," Action, Comedy",9.895752,1/7/2014,153997819,8.18751457,99,Ride Along,6.1,867,Ice Cube, Kevin Hart, John Leguizamo, Bruce McGill, Tika Sumpter, Bryan Callen,Tim Story
22217,168672,40000000,7.602059991," Drama, Crime",16.478036,12/12/2013,251171807,8.39997089,138,American Hustle,6.8,2868,Christian Bale, Bradley Cooper, Amy Adams, Jeremy Renner, Jennifer Lawrence, Louis C.K.,David O. Russell
22411,169881,32000000,7.505149978," Adventure, Drama, History",13.332387,12/25/2013,57284237,7.758035133,155,The Physician,7.2,365,Tom Payne, Ben Kingsley, Stellan Skarsgård, Olivier Martinez, Emma Rigby, Elyas M’Barek,
24189,169917,28000000,7.447158031," Crime, Drama, Mystery, Thriller",14.914924,9/18/2014,53181600,7.725761399,113,A Walk Among the Tombstones,6.2,1145,Liam Neeson, Dan Stevens, David Harbour, Boyd Holbrook, Adam David Thompson, Razane Jammal,Scott Frank
24260,170687,60000000,7.77815125," Animation, Comedy, Family, Fantasy",11.563909,9/10/2014,108255770,8.034451053,97,The Boxtrolls,6.6,689,Ben Kingsley, Isaac Hempstead-Wright, Elle Fanning, Dee Bradley Baker, Toni Collette, Jared Harris,"Songs, Eric Idle"
